playerID,Season,Lg,G,AB,H,2B,3B,HR,BB,SO,HBP,SF,birthYear,Age,PA,BA,OBP,SLG,OPS,LgAvgOPS,OPS_plus_lg
francju01,1983,AL,149,560,153,24,8,8,27,50.0,2.0,6.0,1958.0,25.0,595.0,0.2732142857142857,0.3058823529411765,0.3875,0.6933823529411764,0.7317255523186178,94.7598933430788
francju01,1984,AL,160,658,188,22,5,3,43,68.0,6.0,10.0,1958.0,26.0,717.0,0.2857142857142857,0.3305439330543933,0.34802431610942247,0.6785682491638158,0.7257779223667252,93.49530045651416
francju01,1985,AL,160,636,183,33,4,6,54,74.0,4.0,9.0,1958.0,27.0,703.0,0.28773584905660377,0.34281650071123754,0.3805031446540881,0.7233196453653257,0.7365124604870259,98.20874515646669
francju01,1986,AL,149,599,183,30,5,10,32,66.0,0.0,5.0,1958.0,28.0,636.0,0.3055091819699499,0.3380503144654088,0.42237061769616024,0.760420932161569,0.7382206888456553,103.00726376967677
francju01,1987,AL,128,495,158,24,3,8,57,56.0,3.0,5.0,1958.0,29.0,560.0,0.3191919191919192,0.3892857142857143,0.42828282828282827,0.8175685425685426,0.7633811440601725,107.09834123229258
francju01,1988,AL,152,613,186,23,6,10,56,72.0,2.0,4.0,1958.0,30.0,675.0,0.3034257748776509,0.36148148148148146,0.4094616639477977,0.7709431454292792,0.7160347604129684,107.66839657122829
francju01,1989,AL,150,548,173,31,5,13,66,69.0,1.0,6.0,1958.0,31.0,621.0,0.3156934306569343,0.3864734299516908,0.46167883211678834,0.8481522620684792,0.7114648042428695,119.21211801489892
francju01,1990,AL,157,582,172,27,1,11,82,83.0,2.0,2.0,1958.0,32.0,668.0,0.29553264604810997,0.38323353293413176,0.4020618556701031,0.7852953886042349,0.7185345066065525,109.29125621439898
francju01,1991,AL,146,589,201,27,3,15,65,78.0,3.0,2.0,1958.0,33.0,659.0,0.34125636672325976,0.40819423368740515,0.47368421052631576,0.8818784442137209,0.7177542687148799,122.86634613719553
francju01,1993,AL,144,532,154,31,3,14,62,95.0,1.0,7.0,1958.0,35.0,602.0,0.2894736842105263,0.36046511627906974,0.43796992481203006,0.7984350410910999,0.7445844176429299,107.23230599139322
francju01,1994,AL,112,433,138,19,2,20,62,75.0,5.0,5.0,1958.0,36.0,505.0,0.3187066974595843,0.40594059405940597,0.5103926096997691,0.916333203759175,0.7844075868721965,116.81850342792175
francju01,1996,AL,112,432,139,20,1,14,61,82.0,3.0,3.0,1958.0,38.0,499.0,0.32175925925925924,0.40681362725450904,0.4699074074074074,0.8767210346619164,0.791025298115981,110.83350137473992
francju01,1997,AL,120,430,116,16,1,7,69,116.0,1.0,4.0,1958.0,39.0,504.0,0.26976744186046514,0.36904761904761907,0.36046511627906974,0.7295127353266888,0.768793738728313,94.8905666861179
francju01,2002,NL,125,338,96,13,1,6,39,75.0,1.0,3.0,1958.0,44.0,381.0,0.28402366863905326,0.3569553805774278,0.3816568047337278,0.7386121853111556,0.7613313059607093,97.01586937622578
francju01,2003,NL,103,197,58,12,2,5,25,43.0,0.0,1.0,1958.0,45.0,223.0,0.29441624365482233,0.3721973094170404,0.4517766497461929,0.8239739591632333,0.775651425066748,106.2299291324485
francju01,2004,NL,125,320,99,18,3,6,36,68.0,1.0,3.0,1958.0,46.0,360.0,0.309375,0.37777777777777777,0.440625,0.8184027777777778,0.7886054049439261,103.77848955219507
francju01,2005,NL,108,233,64,12,1,9,27,57.0,1.0,3.0,1958.0,47.0,264.0,0.27467811158798283,0.3484848484848485,0.45064377682403434,0.7991286253088828,0.7689117060276596,103.9298295297557
francju02,2012,NL,93,192,45,11,0,9,11,70.0,1.0,1.0,1987.0,25.0,205.0,0.234375,0.2780487804878049,0.4322916666666667,0.7103404471544716,0.7433550690373609,95.55870091453833
francju02,2013,NL,124,348,79,12,1,18,32,138.0,3.0,2.0,1987.0,26.0,385.0,0.22701149425287356,0.2961038961038961,0.4224137931034483,0.7185176892073444,0.7284124714272917,98.64159626474283
francju02,2014,AL,106,287,63,16,2,16,27,116.0,3.0,3.0,1987.0,27.0,320.0,0.21951219512195122,0.290625,0.4564459930313589,0.7470709930313589,0.706628206823978,105.7233472732649
francma01,2002,NL,81,205,65,15,4,6,27,31.0,0.0,1.0,1969.0,33.0,233.0,0.3170731707317073,0.3948497854077253,0.5170731707317073,0.9119229561394326,0.7613313059607093,119.78004175050896
francma02,2015,NL,80,304,85,22,1,14,26,52.0,4.0,1.0,1992.0,23.0,335.0,0.27960526315789475,0.34328358208955223,0.4967105263157895,0.8399941084053417,0.7377869528344596,113.85320724068357
francma02,2016,NL,152,581,148,23,1,25,40,106.0,5.0,4.0,1992.0,24.0,630.0,0.2547332185886403,0.30634920634920637,0.4268502581755594,0.7331994645247657,0.7523027787586992,97.46068806691714
francma02,2017,NL,154,575,132,29,1,24,41,95.0,2.0,5.0,1992.0,25.0,623.0,0.22956521739130434,0.2808988764044944,0.40869565217391307,0.6895945285784075,0.7808107498990416,88.31775544427016
francma02,2018,NL,131,433,117,17,1,22,29,62.0,0.0,3.0,1992.0,26.0,465.0,0.2702078521939954,0.3139784946236559,0.4665127020785219,0.7804911967021778,0.7433575999856135,104.99538804974658
francma02,2019,NL,123,389,91,17,0,17,36,61.0,0.0,3.0,1992.0,27.0,428.0,0.23393316195372751,0.2967289719626168,0.4087403598971722,0.7054693318597891,0.7781836944417571,90.65588715089554
francma02,2020,AL,60,223,62,16,0,8,16,38.0,0.0,4.0,1992.0,28.0,243.0,0.27802690582959644,0.32098765432098764,0.45739910313901344,0.7783867574600011,0.7907451109803848,98.43712552265274
